TIMESTAMP,NEE_VUT_REF,Cumulative
20040326,0.841032,-421.3950496
20040327,0.200969,-421.1940806
20040328,0.559869,-420.6342116
20040329,0.331453,-420.3027586
20040330,0.0803135,-420.2224451
20040331,0.44687,-419.7755751
20040401,0.515456,-419.2601191
20040402,0.59446,-418.6656591
20040403,0.514569,-418.1510901
20040404,0.994315,-417.1567751
20040405,0.70493,-416.4518451
20040406,0.620076,-415.8317691
20040407,0.780448,-415.0513211
20040408,0.451118,-414.6002031
20040409,0.615156,-413.9850471
20040410,0.522365,-413.4626821
20040411,0.58023,-412.8824521
20040412,0.600489,-412.2819631
20040413,0.572009,-411.7099541
20040414,0.351038,-411.3589161
20040415,0.174171,-411.1847451
20040416,0.662597,-410.5221481
20040417,-1.03149,-411.5536381
20040418,0.112307,-411.4413311
20040419,-0.345189,-411.7865201
20040420,-1.20591,-412.9924301
20040421,-0.192915,-413.1853451
20040422,-0.580577,-413.7659221
20040423,-0.945631,-414.7115531
20040424,-0.720422,-415.4319751
20040425,-0.00269205,-415.4346672
20040426,-0.921581,-416.3562482
20040427,-0.695238,-417.0514862
20040428,0.0264491,-417.0250371
20040429,-0.771754,-417.7967911
20040430,-1.05816,-418.8549511
20040501,-2.14688,-421.0018311
20040502,-0.231175,-421.2330061
20040503,-0.772635,-422.0056411
20040504,-0.971318,-422.9769591
20040505,-0.611239,-423.5881981
20040506,-1.73892,-425.3271181
20040507,-1.74067,-427.0677881
20040508,-1.6653,-428.7330881
20040509,-1.1491,-429.8821881
20040510,-0.421576,-430.3037641
20040511,-2.12402,-432.4277841
20040512,-0.884963,-433.3127471
20040513,-1.87779,-435.1905371
20040514,1.16896,-434.0215771
20040515,-2.05919,-436.0807671
20040516,-2.9556,-439.0363671
20040517,0.480114,-438.5562531
20040518,-3.01154,-441.5677931
20040519,-1.69201,-443.2598031
20040520,0.264515,-442.9952881
20040521,-3.61182,-446.6071081
20040522,-0.547348,-447.1544561
20040523,-2.19617,-449.3506261
20040524,-2.07533,-451.4259561
20040525,-1.5177,-452.9436561
20040526,-2.45188,-455.3955361
20040527,-0.357948,-455.7534841
20040528,-2.18457,-457.9380541
20040529,-2.5108,-460.4488541
20040530,-2.21044,-462.6592941
20040531,-1.11085,-463.7701441
20040601,-1.51333,-465.2834741
20040602,-2.94933,-468.2328041
20040603,-3.3241,-471.5569041
20040604,-2.46498,-474.0218841
20040605,-1.60578,-475.6276641
20040606,-0.346852,-475.9745161
20040607,-0.99116,-476.9656761
20040608,0.776872,-476.1888041
20040609,-7.24149,-483.4302941
20040610,-4.80471,-488.2350041
20040611,-3.96668,-492.2016841
20040612,-3.22793,-495.4296141
20040613,-2.03768,-497.4672941
20040614,-4.46436,-501.9316541
20040615,-6.97904,-508.9106941
20040616,-3.93859,-512.8492841
20040617,-3.52253,-516.3718141
20040618,-5.56009,-521.9319041
20040619,-8.33277,-530.2646741
20040620,-6.12921,-536.3938841
20040621,-5.59454,-541.9884241
20040622,-6.48716,-548.4755841
20040623,-0.466536,-548.9421201
20040624,-3.31142,-552.2535401
20040625,-6.42376,-558.6773001
20040626,-6.1915,-564.8688001
20040627,-7.878,-572.7468001
20040628,-8.53577,-581.2825701
20040629,-7.43501,-588.7175801
20040630,-1.83277,-590.5503501
20040701,-3.06916,-593.6195101
20040702,-7.85318,-601.4726901
20040703,-7.20083,-608.6735201
20040704,-1.1776,-609.8511201
20040705,-5.52202,-615.3731401
20040706,-7.12385,-622.4969901
20040707,2.64691,-619.8500801
20040708,1.90406,-617.9460201
